Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2015-08-22T00:00:00.000,0.8,0.8,0.75,0.55,0.6,0.6,0.68,<1
DEL18DT,2015-08-21T00:00:00.000,0.65,0.7,0.65,0.75,0.8,0.75,0.72,<1
DEL18DT,2015-08-20T00:00:00.000,0.7,0.6,0.6,0.6,0.7,0.75,0.66,<1
DEL18DT,2015-08-19T00:00:00.000,0.55,0.6,0.65,0.6,0.6,0.65,0.61,<1
DEL18DT,2015-08-18T00:00:00.000,0.7,0.7,0.7,0.6,0.55,0.6,0.64,<1
DEL18DT,2015-08-17T00:00:00.000,0.65,0.55,0.75,0.65,0.65,0.75,0.67,1
DEL18DT,2015-08-16T00:00:00.000,0.55,0.5,0.6,0.5,0.5,0.5,0.53,<1
DEL18DT,2015-08-15T00:00:00.000,0.6,0.55,0.55,0.5,0.6,0.55,0.56,<1
DEL18DT,2015-08-14T00:00:00.000,0.85,0.65,0.6,0.55,0.55,0.6,0.63,<1
DEL18DT,2015-08-13T00:00:00.000,0.7,0.6,0.7,0.9,0.7,0.55,0.69,<1
DEL18DT,2015-08-12T00:00:00.000,0.65,0.75,0.65,0.7,0.6,0.95,0.72,<1
DEL18DT,2015-08-11T00:00:00.000,0.6,0.75,0.75,0.65,0.6,0.65,0.67,<1
DEL18DT,2015-08-10T00:00:00.000,0.6,0.55,0.55,0.6,0.75,0.7,0.63,<1
DEL18DT,2015-08-09T00:00:00.000,0.55,0.5,0.5,0.5,0.55,0.55,0.53,<1
DEL18DT,2015-08-08T00:00:00.000,0.6,0.85,0.6,0.45,0.5,0.55,0.59,<1
DEL18DT,2015-08-07T00:00:00.000,0.75,0.8,0.75,0.6,0.65,0.75,0.72,<1
DEL18DT,2015-08-06T00:00:00.000,0.85,0.85,0.85,0.8,0.65,0.8,0.8,1
DEL18DT,2015-08-05T00:00:00.000,0.75,0.85,0.8,0.8,0.7,0.85,0.79,1
DEL18DT,2015-08-04T00:00:00.000,0.9,0.75,0.85,0.7,0.75,0.7,0.78,<1
DEL18DT,2015-08-03T00:00:00.000,0.75,0.7,0.7,0.9,0.8,0.9,0.79,1
DEL18DT,2015-08-02T00:00:00.000,0.6,0.7,0.75,0.75,0.8,0.8,0.73,3
DEL18DT,2015-08-01T00:00:00.000,0.65,0.55,0.6,0.55,0.55,0.55,0.58,<1
DEL18DT,2015-07-31T00:00:00.000,0.65,0.6,0.65,0.6,0.65,0.65,0.63,2
DEL18DT,2015-07-30T00:00:00.000,0.6,0.55,0.7,0.6,0.55,0.65,0.61,1
DEL18DT,2015-07-28T00:00:00.000,0.55,0.55,0.55,0.7,0.6,0.65,0.6,<1
DEL18DT,2015-07-27T00:00:00.000,0.55,0.5,0.55,0.55,0.55,0.55,0.54,<1
DEL18DT,2015-07-26T00:00:00.000,0.45,0.45,0.45,0.5,0.45,0.5,0.47,<1
DEL18DT,2015-07-25T00:00:00.000,0.6,0.55,0.5,0.4,0.5,0.45,0.5,2
DEL18DT,2015-07-24T00:00:00.000,0.55,0.55,0.5,0.5,0.55,0.55,0.53,<1
DEL18DT,2015-07-23T00:00:00.000,0.6,0.65,0.65,0.55,0.95,0.55,0.66,<1
DEL18DT,2015-07-22T00:00:00.000,0.55,0.55,0.5,0.55,0.6,0.6,0.56,<1
DEL18DT,2015-07-21T00:00:00.000,0.6,0.55,0.55,0.45,0.55,0.55,0.54,<1
DEL18DT,2015-07-20T00:00:00.000,0.45,0.5,0.65,0.6,0.55,0.6,0.56,<1
DEL18DT,2015-07-19T00:00:00.000,0.55,0.55,0.55,0.75,0.6,0.5,0.58,<1
DEL18DT,2015-07-18T00:00:00.000,0.65,0.6,0.6,0.65,0.6,0.6,0.62,<1
DEL18DT,2015-07-17T00:00:00.000,0.65,0.65,0.65,0.6,0.7,0.6,0.64,1
DEL18DT,2015-07-16T00:00:00.000,0.5,0.65,0.55,0.7,0.65,0.6,0.61,<1
DEL18DT,2015-07-15T00:00:00.000,0.55,0.6,0.6,0.8,0.5,0.55,0.6,1
DEL18DT,2015-07-14T00:00:00.000,0.65,0.65,0.65,0.7,0.65,0.65,0.66,<1
DEL18DT,2015-07-13T00:00:00.000,0.6,0.7,0.65,0.7,0.65,0.65,0.66,<1
DEL18DT,2015-07-12T00:00:00.000,0.6,0.6,0.6,0.65,0.7,0.65,0.63,4
DEL18DT,2015-07-11T00:00:00.000,,0.65,0.7,0.55,0.55,0.55,0.6,1
DEL18DT,2015-07-10T00:00:00.000,0.65,0.7,0.65,0.6,0.7,0.7,0.67,1
DEL18DT,2015-07-09T00:00:00.000,0.8,0.65,0.7,,,,0.72,
DEL18DT,2015-07-08T00:00:00.000,0.75,0.75,0.75,0.65,1.2,0.7,0.8,<1
DEL18DT,2015-07-07T00:00:00.000,0.7,0.85,0.8,0.7,0.7,0.7,0.74,1
DEL18DT,2015-07-06T00:00:00.000,0.75,0.7,0.75,0.65,0.7,0.8,0.73,<1
DEL18DT,2015-07-05T00:00:00.000,0.65,0.65,0.7,0.7,0.7,0.7,0.68,<1
DEL18DT,2015-07-04T00:00:00.000,0.85,0.75,0.75,0.6,0.6,0.7,0.71,1
DEL18DT,2015-07-03T00:00:00.000,0.7,0.75,0.75,0.7,0.75,0.75,0.73,<1
DEL18DT,2015-07-02T00:00:00.000,0.75,0.8,0.75,0.85,0.65,0.75,0.76,1
DEL18DT,2015-07-01T00:00:00.000,0.95,0.85,0.9,0.75,0.75,0.85,0.84,2
DEL18DT,2015-06-30T00:00:00.000,0.9,1,0.85,0.9,0.9,0.9,0.91,1
DEL18DT,2015-06-30T00:00:00.000,0.9,1,0.85,0.9,0.9,0.9,0.91,1
DEL18DT,2015-06-29T00:00:00.000,0.75,0.85,0.85,1.1,0.8,0.95,0.88,1
DEL18DT,2015-06-29T00:00:00.000,0.75,0.85,0.85,1.1,0.8,0.95,0.88,1
DEL18DT,2015-06-28T00:00:00.000,0.7,0.65,0.7,0.65,0.7,0.7,0.68,<1
DEL18DT,2015-06-28T00:00:00.000,0.7,0.65,0.7,0.65,0.7,0.7,0.68,<1
DEL18DT,2015-06-27T00:00:00.000,0.95,0.85,0.85,0.7,0.7,0.7,0.79,2
DEL18DT,2015-06-27T00:00:00.000,0.95,0.85,0.85,0.7,0.7,0.7,0.79,2
DEL18DT,2015-06-26T00:00:00.000,0.95,0.9,0.8,0.75,0.85,0.95,0.87,<1
DEL18DT,2015-06-26T00:00:00.000,0.95,0.9,0.8,0.75,0.85,0.95,0.87,<1
DEL18DT,2015-06-25T00:00:00.000,0.9,1,1,0.85,0.85,0.95,0.93,1
DEL18DT,2015-06-25T00:00:00.000,0.9,1,1,0.85,0.85,0.95,0.93,1
DEL18DT,2015-06-24T00:00:00.000,0.95,0.9,0.9,1,0.95,0.95,0.94,<1
DEL18DT,2015-06-24T00:00:00.000,0.95,0.9,0.9,1,0.95,0.95,0.94,<1
DEL18DT,2015-06-23T00:00:00.000,0.85,0.85,0.9,0.95,1,1,0.93,<1
DEL18DT,2015-06-23T00:00:00.000,0.85,0.85,0.9,0.95,1,1,0.93,<1
DEL18DT,2015-06-22T00:00:00.000,0.95,1,1,1,0.85,0.85,0.94,<1
DEL18DT,2015-06-22T00:00:00.000,0.95,1,1,1,0.85,0.85,0.94,<1
DEL18DT,2015-06-21T00:00:00.000,0.85,0.8,0.85,1,1,1,0.92,2
DEL18DT,2015-06-21T00:00:00.000,0.85,0.8,0.85,1,1,1,0.92,2
DEL18DT,2015-06-20T00:00:00.000,0.95,0.95,0.95,0.75,0.8,0.85,0.88,3
DEL18DT,2015-06-20T00:00:00.000,0.95,0.95,0.95,0.75,0.8,0.85,0.88,3
DEL18DT,2015-06-19T00:00:00.000,1,1,0.95,1,0.9,1,0.98,2
DEL18DT,2015-06-19T00:00:00.000,1,1,0.95,1,0.9,1,0.98,2
DEL18DT,2015-06-18T00:00:00.000,1,1,0.95,1,0.9,1.1,0.99,<1
DEL18DT,2015-06-18T00:00:00.000,1,1,0.95,1,0.9,1.1,0.99,<1
DEL18DT,2015-06-17T00:00:00.000,0.9,0.95,0.9,0.9,1,1,0.94,3
DEL18DT,2015-06-17T00:00:00.000,0.9,0.95,0.9,0.9,1,1,0.94,3
DEL18DT,2015-06-16T00:00:00.000,0.9,0.95,1,0.85,0.9,0.9,0.92,<1
DEL18DT,2015-06-16T00:00:00.000,0.9,0.95,1,0.85,0.9,0.9,0.92,<1
DEL18DT,2015-06-15T00:00:00.000,0.85,0.85,0.9,1,0.85,0.9,0.89,10
DEL18DT,2015-06-15T00:00:00.000,0.85,0.85,0.9,1,0.85,0.9,0.89,10
DEL18DT,2015-06-14T00:00:00.000,,0.85,0.85,0.85,0.75,0.85,0.83,<1
DEL18DT,2015-06-14T00:00:00.000,0.8,0.85,0.85,0.85,0.75,0.85,0.83,<1
DEL18DT,2015-06-13T00:00:00.000,0.95,0.95,0.85,0.75,0.75,0.75,0.83,1
DEL18DT,2015-06-12T00:00:00.000,0.95,0.9,0.9,0.9,0.95,0.95,0.93,4
DEL18DT,2015-06-11T00:00:00.000,0.95,1,1,1,0.85,1,0.97,<1
DEL18DT,2015-06-10T00:00:00.000,0.8,0.9,0.8,0.95,1,0.9,0.89,1
DEL18DT,2015-06-09T00:00:00.000,0.9,0.8,0.95,0.8,0.8,0.9,0.86,<1
DEL18DT,2015-06-08T00:00:00.000,1,1,1,0.85,0.85,0.75,0.91,1
DEL18DT,2015-06-07T00:00:00.000,0.8,0.8,0.8,0.8,0.9,0.95,0.84,2
DEL18DT,2015-06-06T00:00:00.000,0.8,0.85,0.85,0.9,0.75,0.8,0.83,1
DEL18DT,2015-06-05T00:00:00.000,0.8,0.9,0.85,0.85,0.85,0.8,0.84,8
DEL18DT,2015-06-04T00:00:00.000,0.85,0.85,0.85,0.8,0.85,0.85,0.84,3
DEL18DT,2015-06-03T00:00:00.000,0.95,0.95,0.9,0.7,0.75,0.75,0.83,3
DEL18DT,2015-06-02T00:00:00.000,0.9,0.9,0.9,0.85,0.95,0.95,0.91,4
DEL18DT,2015-06-01T00:00:00.000,0.8,0.75,0.8,0.9,0.9,0.85,0.83,7
DEL18DT,2015-05-31T00:00:00.000,0.95,0.85,0.85,0.8,0.85,0.85,0.86,<1
DEL18DT,2015-05-30T00:00:00.000,0.95,0.95,0.95,0.85,0.85,0.85,0.9,<1
DEL18DT,2015-05-29T00:00:00.000,0.85,0.95,1,0.95,0.9,0.95,0.93,2
DEL18DT,2015-05-28T00:00:00.000,0.9,0.95,0.9,1,0.95,1,0.95,2
DEL18DT,2015-05-27T00:00:00.000,0.8,0.95,0.95,1.1,0.95,0.9,0.94,<1
DEL18DT,2015-05-26T00:00:00.000,0.95,0.8,0.85,0.95,0.95,0.9,0.9,<1
DEL18DT,2015-05-25T00:00:00.000,0.9,0.95,1,0.75,0.8,0.9,0.88,<1
DEL18DT,2015-05-24T00:00:00.000,0.9,1,0.9,1,0.95,1,0.96,1
DEL18DT,2015-05-23T00:00:00.000,0.85,1,0.9,1.1,0.95,1,0.97,<1
DEL18DT,2015-05-22T00:00:00.000,1,0.9,0.95,0.9,1,1,0.96,1
DEL18DT,2015-05-21T00:00:00.000,1,0.9,1,0.9,0.95,1,0.96,1
DEL18DT,2015-05-20T00:00:00.000,1,0.85,0.95,1,1,0.85,0.94,3
DEL18DT,2015-05-19T00:00:00.000,0.95,1,1,0.9,0.85,0.8,0.92,2
DEL18DT,2015-05-18T00:00:00.000,0.9,0.8,0.85,1,0.95,1,0.92,<1
DEL18DT,2015-05-17T00:00:00.000,0.9,0.9,0.85,0.8,0.85,0.85,0.86,2
DEL18DT,2015-05-16T00:00:00.000,1.1,1,1,0.75,0.85,0.95,0.94,<1
DEL18DT,2015-05-15T00:00:00.000,1,1,1,0.9,0.95,1,0.98,<1
DEL18DT,2015-05-14T00:00:00.000,1.1,1,1,0.95,0.95,0.95,0.99,<1
DEL18DT,2015-05-13T00:00:00.000,0.9,1.1,0.95,0.9,1,0.95,0.97,1
DEL18DT,2015-05-12T00:00:00.000,1.1,1.1,1.1,0.9,0.95,1.1,1.04,1
DEL18DT,2015-05-11T00:00:00.000,1,1.1,0.95,1,1.1,1.1,1.04,<1
DEL18DT,2015-05-10T00:00:00.000,,1,0.95,0.95,1,1,0.98,<1
